COUNTRY_REGION,DECADE,VALUE_HFA_33,VALUE_HFA_36,VALUE_HFA_39,VALUE_HFA_43,VALUE_HFA_426
TJK,1990,213.54,98.8,,68.31,1.75
TJK,1990,178.36,,,68.59,1.82
TJK,1990,155.19,98.9,,70.22,0.8
TJK,1990,219.04,99,,70.92,0.45
TJK,1990,177.56,,,71.92,0.33
TKM,1990,865.4,98,,66.59,
TKM,1990,846.65,,,65.58,
TKM,1990,820.68,97.7,,66.1,0.42
TKM,1990,792.67,97.7,,64.25,0.55
TKM,1990,622.37,97.7,,63.96,1.67
TKM,1990,589.91,98.8,,65.24,2
TKM,1990,554.83,,,64.66,1.71
TKM,1990,562.64,98,,65.55,1.73
TKM,1990,590.39,98,,66.11,1.62
TKM,1990,548.7,,,67.57,1.63
TUR,1990,2794.35,79.2,,,1.02
TUR,1990,2735.71,,,,1.21
TUR,1990,2842.37,80.5,,,1.31
TUR,1990,3180.19,81.1,,,1.4
TUR,1990,2270.34,81.6,,,1.45
TUR,1990,2897.87,81.8,,,1.49
TUR,1990,3053.95,,,,1.38
TUR,1990,3144.39,83.2,,,1.64
TUR,1990,4499.74,84,,,1.54
TUR,1990,4116.17,,,,1.46
UKR,1990,1568.54,99.4,,70.53,5.67
UKR,1990,1487.5,,,69.68,5.86
UKR,1990,1417.94,,,69.09,5.54
UKR,1990,1257.35,95,,68.32,5.47
UKR,1990,1011.98,98.8,,67.71,4.21
UKR,1990,935.98,99.5,,66.87,3.72
UKR,1990,872.7,,,67.18,3.26
UKR,1990,991.22,99,,67.77,3.98
UKR,1990,835.25,99.6,,68.62,3.74
UKR,1990,635.76,,,68.19,3.93
UZB,1990,651.42,98.7,,69.71,
UZB,1990,652.81,,,69.09,
UZB,1990,603.35,97.2,,68.75,1.32
UZB,1990,596.98,97.2,,67.96,1.1
UZB,1990,576.45,97.2,,67.47,1.84
UZB,1990,585.93,98.9,,67.88,1.9
UZB,1990,600.6,,,67.84,1.64
UZB,1990,623,99,,68.81,1.67
UZB,1990,623.22,,,68.67,1.73
UZB,1990,702.48,,,69.88,1.71
WESTERN_BALKANS,1990,1410.44,,,72.97,6.84
WESTERN_BALKANS,1990,1555.27,,,72.88,6.79
WESTERN_BALKANS,1990,1957.14,,,72.99,6.95
WESTERN_BALKANS,1990,2116.09,,,73.1,6.86
WESTERN_BALKANS,1990,1801.06,,,73.09,6.43
WESTERN_BALKANS,1990,1874.77,,,73.4,6.47
WHO_EURO,1990,10566.44,97.1,,73.4,9.38
WHO_EURO,1990,10838.54,,,73.31,9.34
WHO_EURO,1990,11547.74,96.8,,73.21,8.97
WHO_EURO,1990,10609.47,96.8,,72.62,9.02
WHO_EURO,1990,11059.33,97.1,,72.59,8.9
WHO_EURO,1990,12714.39,97.4,,72.75,9.15
WHO_EURO,1990,12975.11,,,73.17,8.64
WHO_EURO,1990,12300.11,97.4,,73.62,8.75
WHO_EURO,1990,12602.69,97.7,,73.86,8.74
WHO_EURO,1990,12439.89,,,73.83,8.85
EST,1990,,99.8,,69.94,9.84
EST,1990,,99,,69.19,7.84
EST,1990,,99,,68.14,8.1
EST,1990,,99,,66.76,8.18
HRV,1990,,96.9,,72.56,15.9
HRV,1990,,96.7,6.4,71,13.69
HRV,1990,,97,,73.16,11.61
HUN,1990,,99.1,10.1,69.45,16.15
ISR,1990,,91,29,76.83,1.84
ISR,1990,,94.7,,76.82,1.73
ISR,1990,,94.8,,76.66,1.81
ISR,1990,,95.2,,77.27,2.18
ISR,1990,,95.5,35.1,77.57,1.72
LTU,1990,,99.3,,71.54,7.05
LTU,1990,,98.4,,70.49,3.97
LTU,1990,,98.4,,69,3.88
LTU,1990,,98.4,,68.6,3.62
LVA,1990,,99.8,,69.58,6.72
LVA,1990,,99,,68.59,6.88
LVA,1990,,99,,66.7,7.95
LVA,1990,,99,,65.62,9.59
MDA,1990,,97.5,,68.64,
MDA,1990,,96,,67.93,10.06
MDA,1990,,96.4,,67.66,11.6
MDA,1990,,98.9,,66.05,16.31
SEEHN,1990,,95.1,,71.33,8.43
SMR,1990,,98.6,,,
SVN,1990,,99.6,,74.09,13.79
SVN,1990,,99.5,10.4,73.69,13.18
SVN,1990,,,8.8,73.6,15.66
BIH,1990,,,,72.98,11.87
BIH,1990,,,,72.46,13.79
EST,1990,,,,69.79,9.13
HRV,1990,,,,71.78,11.47
HRV,1990,,,,72.65,11.26
LTU,1990,,,,70.64,8.03
LVA,1990,,,,69.18,6.74
MDA,1990,,,,67.69,
MNE,1990,,,,77.55,
MNE,1990,,,,75.74,
MNE,1990,,,,75.02,
MNE,1990,,,,75.33,
MNE,1990,,,,75.04,
MNE,1990,,,,74.93,
MNE,1990,,,,75.85,
MNE,1990,,,,74.63,
SEEHN,1990,,,,71.36,8.19
SEEHN,1990,,,,71.14,7.94
SEEHN,1990,,,,71.22,7.94
SMR,1990,,,,79.94,
SMR,1990,,,,81.41,
SMR,1990,,,,82.37,
SMR,1990,,,,81.29,
SVN,1990,,,,73.77,15.7
SVN,1990,,,,74.16,14.8
WESTERN_BALKANS,1990,,,,72.47,
WESTERN_BALKANS,1990,,,,72.33,
WESTERN_BALKANS,1990,,,,72.31,7
WESTERN_BALKANS,1990,,,,72.55,6.44
BIH,1990,,,,,10.03
BIH,1990,,,,,8.55
ALB,1980,639.87,71.7,,,1.6
ALB,1980,693.87,,,,1.39
ALB,1980,674.79,,,,1.63
ALB,1980,652.77,,,72.54,1.67
ALB,1980,698,,,71.97,1.73
AND,1980,12378.78,,,,
AND,1980,10372.79,,,,
AND,1980,9610.02,,,,
AND,1980,8025.21,,,,
AND,1980,7728.91,,,,
AND,1980,7775.61,,,,
AND,1980,10361.15,,,,
AND,1980,12615.13,,,,
AND,1980,14304.64,,,,
AND,1980,15165.28,,,,
AUT,1980,10869.55,100,,72.78,13.6
AUT,1980,9385.25,,3.3,73.08,13.5
AUT,1980,9410.35,,,73.26,13.5
AUT,1980,9537.41,,,73.26,14
AUT,1980,8991.07,,,73.87,13.9
AUT,1980,9172.1,99,,74.11,13.3
AUT,1980,13083.07,,,74.6,13.6
AUT,1980,16392.77,,,75.05,13.5
AUT,1980,17578.62,,,75.52,13.7
AUT,1980,17468.95,,,75.6,13.9
BEL,1980,12864,,,73.2,13.99
BEL,1980,10622.8,100,,73.59,13.25
BEL,1980,9343.86,,,73.87,13.72
BEL,1980,8846.23,,,73.86,13.55
BEL,1980,8457.27,99.5,,74.34,13.26
BEL,1980,8750.82,99,,74.66,13.14
BEL,1980,12170.04,,,74.83,12.72
BEL,1980,15135.85,,,75.5,13.16
BEL,1980,16391.09,,,75.77,12.52
BEL,1980,16525.06,,,75.79,11.61
BGR,1980,2238.8,95.1,,71.09,10.84
BGR,1980,2234.81,,,71.61,11.34
BGR,1980,2169,,,71.2,11.2
BGR,1980,1852.81,,,71.34,10.96
BGR,1980,1963.57,100,,71.4,11.37
BGR,1980,1914.55,96.3,12.2,71.21,10.92
BGR,1980,2260.43,,,71.57,11.47
BGR,1980,3132.3,,,71.37,10.91
BGR,1980,2511.39,,,71.41,11.17
BGR,1980,2477.02,,,71.47,11.43
CHE,1980,19410.19,100,11.5,75.77,14.25
CHE,1980,17679.87,,,76,14.58
CHE,1980,18015.11,,,76.36,14.71
CHE,1980,17874.25,100,,76.32,14.41
CHE,1980,17005.53,,,76.97,14.33
CHE,1980,17166.52,99,,77.09,14.37
CHE,1980,24480.42,100,,77.27,14.07
CHE,1980,30466.11,,,77.61,14.02
CHE,1980,32717.92,,20,77.62,14.03
CHE,1980,31334.98,,,77.8,13.86
CYP,1980,4232.02,90,,,6.28
CYP,1980,4033.24,,,,6.71
CYP,1980,4122.78,,,,6.99
CYP,1980,4091.05,,,,7.46
CYP,1980,4258.74,,,,7.61
CYP,1980,4488.29,,,,7.93
CYP,1980,5642.63,,,,8.33
CYP,1980,6690.58,,,,8.88
CYP,1980,7645.63,,,,9.61
CYP,1980,8038.91,,,,9.29
DEU,1980,12138.31,,,,16.45
DEU,1980,10209.07,,,,16.01
DEU,1980,9913.74,,,,15.69
DEU,1980,9864.34,,,,15.75
DEU,1980,9313.17,,,,15.14
DEU,1980,9429.57,,,,15.14
DEU,1980,13461.83,,,,14.72
DEU,1980,16677.51,,,,14.82
DEU,1980,17931.28,,,,14.61
DEU,1980,17764.38,,,,14.64
DNK,1980,13883.89,100,,74.23,11.5
DNK,1980,12081.8,,,74.46,12.09
DNK,1980,11804.43,,,74.84,12.47
DNK,1980,11857.89,100,,74.67,12.81
DNK,1980,11562.92,,,74.85,12.4
DNK,1980,12253.1,99,,74.71,12.2
DNK,1980,17201.09,100,,74.91,12.26
DNK,1980,21340.73,,,75.01,11.74
DNK,1980,22527.05,,,75.1,11.9
DNK,1980,21901.05,,,75.12,11.65
ESP,1980,6208.58,94.3,,75.6,17.69
ESP,1980,5371.17,92.8,7.1,75.76,16.84
ESP,1980,5159.71,,,76.39,16.23
ESP,1980,4478.5,,,76.16,16.18
ESP,1980,4489.99,,,76.58,14.49
ESP,1980,4699.66,95.3,,76.48,14.47
ESP,1980,6513.5,95.8,7,76.74,14.37
ESP,1980,8239.61,,,77.01,14.41
ESP,1980,9703.12,,,76.98,13.52
ESP,1980,10681.97,,,77.02,13.28
EU_BEFORE_MAY2004,1980,10405.82,97.8,,74.66,15.22
EU_BEFORE_MAY2004,1980,9172.37,,,74.92,14.55
EU_BEFORE_MAY2004,1980,8813.95,,,75.14,14.28
EU_BEFORE_MAY2004,1980,8538.22,,,75.11,14.24
EU_BEFORE_MAY2004,1980,8181.92,,,75.5,13.71
EU_BEFORE_MAY2004,1980,8442.81,97.7,,75.5,13.43
EU_BEFORE_MAY2004,1980,11563.94,,,75.67,13.06
EU_BEFORE_MAY2004,1980,14266.39,,,76.06,12.82
EU_BEFORE_MAY2004,1980,15892.13,,,76.18,12.71
EU_BEFORE_MAY2004,1980,16161.19,,,76.32,12.68
EU_MEMBERS,1980,8384.4,97.5,,73.62,15.04
EU_MEMBERS,1980,7360.63,,,73.91,14.55
EU_MEMBERS,1980,7102.94,,,74.11,14.12
EU_MEMBERS,1980,6914.18,,,74.01,13.99
EU_MEMBERS,1980,6672.86,,,74.29,13.54
EU_MEMBERS,1980,6831.94,97.7,,74.26,13.24
EU_MEMBERS,1980,9286.77,,,74.47,12.93
EU_MEMBERS,1980,11311.53,,,74.74,12.77
EU_MEMBERS,1980,12322.81,,,74.91,12.59
EU_MEMBERS,1980,12523.83,,,74.98,12.48
EU_BEFORE_FEB2020,1980,8584.25,97.8,,73.61,14.52
EU_BEFORE_FEB2020,1980,7631.45,,,73.93,14.03
EU_BEFORE_FEB2020,1980,7349.28,,,74.12,13.61
EU_BEFORE_FEB2020,1980,7127.91,,,74.06,13.52
EU_BEFORE_FEB2020,1980,6853.77,,,74.35,13.13
EU_BEFORE_FEB2020,1980,7050.45,97.8,,74.3,12.88
EU_BEFORE_FEB2020,1980,9445.7,,,74.52,12.61
EU_BEFORE_FEB2020,1980,11528.29,,,74.82,12.38
EU_BEFORE_FEB2020,1980,12762.08,,,74.97,12.27
EU_BEFORE_FEB2020,1980,12969.41,,,75.05,12.18
FIN,1980,11223.94,100,9.04,73.73,7.94
FIN,1980,10926.82,,9.39,74.06,8.01
FIN,1980,10938.12,,9.74,74.67,7.92
FIN,1980,10497.48,,10.06,74.55,7.94
FIN,1980,10833.87,,9.61,74.91,8.06
FIN,1980,11398.11,99,9.84,74.48,8.02
FIN,1980,14951.05,100,10.1,74.87,8.51
FIN,1980,18571.06,100,10.34,74.95,8.75
FIN,1980,22047.79,100,14.73,74.91,9.03
FIN,1980,23973.24,100,15.09,75.1,9.42
FRA,1980,12713.37,100,,74.91,18.97
FRA,1980,11104.98,,,75.03,18.33
FRA,1980,10496.93,,,75.41,18.25
FRA,1980,9993.42,,,75.34,17.72
FRA,1980,9419.7,,,75.9,16.89
FRA,1980,9763.33,99,,75.99,16.59
FRA,1980,13540.25,,,75.92,16.13
FRA,1980,16302.45,,,76.88,15.9
FRA,1980,17680,,,77.15,15.86
FRA,1980,17694.31,,,77.3,16.05
GBR,1980,10032.06,100,,73.58,10.71
GBR,1980,9599.31,,,74.07,10.27
GBR,1980,9146.08,,,74.15,9.91
GBR,1980,8691.52,99.5,,74.39,10.1
GBR,1980,8179.19,,,74.79,10.16
GBR,1980,8652.22,99,,74.65,10.24
GBR,1980,10611.11,,,74.93,10.26
GBR,1980,13118.59,,,75.37,9.53
GBR,1980,15987.17,,,75.44,9.94
GBR,1980,16239.28,,,75.56,9.99
GRC,1980,5893.66,91.1,,75.38,13.21
GRC,1980,5380.27,90.5,7.6,75.76,12.04
GRC,1980,5579.23,,,76,11.01
GRC,1980,5019.88,,,75.8,11.78
GRC,1980,4852.57,,,76.25,11.59
GRC,1980,4813.71,93.2,,75.99,10.88
GRC,1980,5656.51,,,76.51,8.92
GRC,1980,6564.88,,,76.25,9.82
GRC,1980,7598.03,,,76.85,10.1
GRC,1980,7846.68,,,77.03,10.15
IRL,1980,6372.44,,,72.45,13.19
IRL,1980,5986.15,,7.9,72.83,12.51
IRL,1980,6160.64,100,,73.07,11.9
IRL,1980,5915.24,99.5,,73.03,10.87
IRL,1980,5692.03,,,73.63,11.07
IRL,1980,6011.74,99,,73.53,11.62
IRL,1980,8112.17,,,73.53,11.23
IRL,1980,9581.91,,,74.4,10.99
IRL,1980,10715.87,,,74.33,11.39
IRL,1980,11175.82,,,74.4,11.79
ISL,1980,14821.82,100,,76.93,4.97
ISL,1980,15137.25,,,76.49,5.05
ISL,1980,13711.74,,,77.21,4.92
ISL,1980,11671.81,99.5,,76.85,5.11
ISL,1980,11959.54,,,77.7,5.37
ISL,1980,12361.19,99,,77.7,5.34
ISL,1980,16406.05,,,78.05,5.47
ISL,1980,22453.19,,,77.45,5.64
ISL,1980,24451.97,99,,77.2,5.47
ISL,1980,22434.35,,,78.28,5.35
ITA,1980,8456.92,96.2,,74.38,16.73
ITA,1980,7622.83,96.5,4.1,74.9,15.07
ITA,1980,7556.52,,,75,14.5
ITA,1980,7832.58,,,74.75,14.55
ITA,1980,7739.72,,,75.56,14.08
ITA,1980,7990.69,97.1,,75.69,13.22
ITA,1980,11315.02,,,76.04,12.37
ITA,1980,14234.73,,7.54,76.51,11.76
ITA,1980,15744.66,,,76.68,11.41
ITA,1980,16386.66,,,77.1,10.95
LUX,1980,16531.11,100,,72.7,17.57
LUX,1980,13837.13,,,72.45,17.04
LUX,1980,12590.98,,,72.55,16.84
LUX,1980,12374.03,,,73.29,16.61
LUX,1980,12126.94,,,73.28,15.9
LUX,1980,12481.97,99,,73.75,15.74
LUX,1980,18149.87,,,74.47,15.3
LUX,1980,22443.43,,,74.11,15.23
LUX,1980,25219.35,,,74.74,15.11
LUX,1980,26618.07,,,75,15.21
MCO,1980,51515.06,100,,,
MCO,1980,44369.56,,,,
MCO,1980,41371.88,,13.9,,
MCO,1980,38893.3,100,,,
MCO,1980,36382.97,,,,
MCO,1980,37552.06,,,,
MCO,1980,52158.68,,,,
MCO,1980,63077.77,,,,
MCO,1980,68441.25,,,,
MCO,1980,68583.6,,23.58,,
MLT,1980,3948.4,83.4,,70.37,5.38
MLT,1980,3898.24,,,71.29,5.24
MLT,1980,3788.05,,,72.22,4.94
MLT,1980,3527.04,90,,72.01,4.29
MLT,1980,3332.89,,,73.33,5.05
MLT,1980,3322.42,88,4.47,73.17,4.91
MLT,1980,4194.65,,,74.61,5.33
MLT,1980,5083.67,,,74.76,5
MLT,1980,5814.36,,,75.37,7.15
MLT,1980,6040.61,,,75.96,7.13
NLD,1980,13791.86,100,,76,11.33
NLD,1980,11520.45,,,76.19,11.25
NLD,1980,11072.66,,,76.26,11.04
NLD,1980,10680.36,,,76.43,11.22
NLD,1980,9977.16,,,76.51,10.76
NLD,1980,9926.13,99,,76.54,10.55
NLD,1980,13783.85,,,76.52,10.62
NLD,1980,16709.56,,,77.01,10.2
NLD,1980,17744.5,,,77.18,10.17
NLD,1980,17397.69,,,77,10.03
NOR,1980,15772.24,99.9,11.9,75.84,5.98
NOR,1980,15512.51,,,76.02,5.32
NOR,1980,15224.89,,,76.21,4.83
NOR,1980,14927.52,,,76.25,4.85
NOR,1980,14989.49,,,76.41,4.98
NOR,1980,15753.55,99,,76.08,5.22
NOR,1980,18883.27,,,76.38,5.27
NOR,1980,22505.9,99.9,,76.27,5.38
NOR,1980,24207.28,,,76.38,5.26
NOR,1980,24281.1,,,76.65,5.08
NORDIC,1980,14857.19,100,,75.05,8.26
NORDIC,1980,13782.39,,,75.31,8.1
NORDIC,1980,12973.59,,,75.69,8.12
NORDIC,1980,12399.36,99.7,,75.71,8.09
NORDIC,1980,12598.96,,,75.97,7.99
NORDIC,1980,13227.42,99,,75.72,8.01
NORDIC,1980,17300.89,,,76.01,8.25
NORDIC,1980,21134.79,,,76.09,8.15
NORDIC,1980,23490,,,76.07,8.31
NORDIC,1980,24173.55,,,76.43,8.36
PRT,1980,3368.37,81.8,,71.15,14.91
PRT,1980,3245.98,79.4,3.5,71.82,15.38
PRT,1980,3079.95,,,72.59,16.99
PRT,1980,2735.49,,,72.46,15.88
PRT,1980,2522.75,,,72.71,16.37
PRT,1980,2705.19,84.4,,72.94,13.93
PRT,1980,3861.95,,,73.41,13.49
PRT,1980,4803.87,,,73.82,12.35
PRT,1980,5623.7,,,73.84,12.92
PRT,1980,6056.38,,,74.4,14.64
ROU,1980,1673.84,,,69.07,10.29
ROU,1980,1769.89,,,69.39,10.4
ROU,1980,1817.9,,,69.64,8.67
RUS,1980,3777.24,,,69.79,5.19
RUS,1980,3428.76,98,14.1,69.65,5.35
SMALL,1980,7920.17,94.3,,,9.33
SMALL,1980,7271.69,,,,9.32
SMALL,1980,6862.3,,,,9.27
SMALL,1980,6462.96,95.4,,,9.25
SMALL,1980,6406.49,,,,9.3
SMALL,1980,6560.56,95.2,,75.89,9.32
SMALL,1980,8582.18,,,76.36,9.41
SMALL,1980,10531.34,,,76.38,9.51
SMALL,1980,11679.94,,,77.03,9.98
SMALL,1980,11835.67,,,77.22,9.9
SWE,1980,17097.83,100,,75.87,7.65
SWE,1980,15586.43,,,76.16,7.14
SWE,1980,13738.97,,,76.51,7.29
SWE,1980,12608.23,100,,76.73,6.96
SWE,1980,13099.02,,,77.01,6.82
SWE,1980,13666.86,99,,76.84,6.9
SWE,1980,17981.02,,,77.12,7.21
SWE,1980,21792.56,,,77.29,7.07
SWE,1980,24534.69,,,77.14,7.31
SWE,1980,25662.22,,,77.84,7.47
TKM,1980,685.72,,,65.28,
TKM,1980,861.51,,,65.15,
TKM,1980,838.71,97.7,,65.17,
TUR,1980,1565.03,65.7,3.6,,1.15
TUR,1980,1579.07,,,,1.54
TUR,1980,1402.41,,,,1.26
TUR,1980,1310.26,,,,1.26
TUR,1980,1246.82,74.2,,,1
TUR,1980,1368.4,76,10.8,,0.98
TUR,1980,1510.68,,,,0.85
TUR,1980,1705.89,,,,0.89
TUR,1980,1745.36,,,,0.71
TUR,1980,2021.86,,,,0.72
UKR,1980,1249.44,,,71.14,4.01
UKR,1980,1449.96,,,71.02,4.43
UKR,1980,1597.53,98.4,,70.97,5.32
WHO_EURO,1980,7992.47,,,73.33,8.93
WHO_EURO,1980,8714.97,,,73.3,8.96
WHO_EURO,1980,8768.05,,,73.41,9.01
ALB,1980,,66.1,,,1.79
ARM,1980,,95.9,,72.89,
ARM,1980,,96.8,,72.57,
ARM,1980,,98.8,,72.25,
AZE,1980,,97.3,,70.83,
BIH,1980,,85.5,7.3,,
BLR,1980,,99.2,,,13.23
BLR,1980,,99.3,,70.96,11.41
BLR,1980,,97.9,12.5,71.83,7.98
CARINFONET,1980,,97.5,,,
CARINFONET,1980,,98.1,,67.6,
CARINFONET,1980,,97.4,,68.77,
CIS,1980,,98.5,,,
CIS,1980,,98.8,,68.66,
CIS,1980,,97.9,,69.87,
CZE,1980,,99.1,,70.3,13.99
EST,1980,,99.8,,,
EST,1980,,99.8,,69.65,
EST,1980,,99.7,13.7,70.59,
EU_AFTER_MAY2004,1980,,97.7,,70.14,12.18
EU_AFTER_MAY2004,1980,,98.2,,70.39,11.1
GEO,1980,,99,,72.21,
HRV,1980,,94.4,,,
HRV,1980,,94.4,3.6,,
HRV,1980,,97,,,
HRV,1980,,95.8,,71.46,
HUN,1980,,98.9,7,69.11,16.88
HUN,1980,,99,,69.23,16.73
HUN,1980,,98.8,,69.15,16.74
ISR,1980,,86.1,,73.99,2.92
ISR,1980,,93,23.1,74.28,2.65
ISR,1980,,91.8,,74.82,2.8
ISR,1980,,88.8,,75.37,2.69
ISR,1980,,95.1,26,75.21,2.26
ISR,1980,,95.2,,75.5,2.26
ISR,1980,,95.6,,75.82,2.18
ISR,1980,,94.2,,76.38,2.03
KAZ,1980,,97.7,,,
KAZ,1980,,98.4,,67.54,
KAZ,1980,,97.5,,68.77,
KGZ,1980,,97,,68.54,4.29
LTU,1980,,98.9,,70.5,
LTU,1980,,99.1,,70.62,11.56
LTU,1980,,98.4,12.6,71.82,8.14
LVA,1980,,99.8,,69.15,13.03
LVA,1980,,99.8,,69.58,10.85
LVA,1980,,99.5,13.4,70.51,7.51
MDA,1980,,94.9,,,
MDA,1980,,96.4,,66.14,
MDA,1980,,96.4,11.3,69.11,
MKD,1980,,100,,,
MKD,1980,,99,,,
MKD,1980,,99,,,
POL,1980,,99.1,,70.35,10.66
POL,1980,,99,,71.21,8.25
POL,1980,,99.4,,70.63,8.5
POL,1980,,99,,70.91,9.18
ROU,1980,,95.5,,69.23,10.91
ROU,1980,,100,,69.74,10.21
ROU,1980,,96.3,,69.41,10.09
RUS,1980,,98.8,,67.54,7.91
RUS,1980,,99,,68.31,7.61
SEEHN,1980,,93.1,,,
SEEHN,1980,,94.2,,70.64,
SMR,1980,,96.7,,,
SMR,1980,,96.9,,,
SMR,1980,,97.1,,,
SMR,1980,,97.3,,,
SMR,1980,,97.6,,,
SMR,1980,,97.7,,,
SMR,1980,,97.9,,,
SMR,1980,,98,,,
SMR,1980,,98.2,,,
SMR,1980,,98.4,,,
SVK,1980,,99.25,6.5,70.5,14.93
SVN,1980,,99.5,,,
SVN,1980,,99.4,6.3,,16.94
SVN,1980,,99.5,,72.19,15.07
TJK,1980,,95.7,,,
TJK,1980,,97.2,,68.77,
TJK,1980,,97.7,11.7,69.4,
UKR,1980,,99.1,,69.63,7.67
UKR,1980,,99.3,,69.94,6.62
UZB,1980,,97.8,,67.16,
UZB,1980,,98.3,,68.02,
UZB,1980,,97.2,,69.3,
WHO_EURO,1980,,96.1,,71.97,11.25
WHO_EURO,1980,,96.6,,72.58,10.05
HUN,1980,,,7.9,69.11,16.82
POL,1980,,,7.9,71.4,9.52
ARM,1980,,,,73.83,
ARM,1980,,,,73.39,
ARM,1980,,,,72.83,
ARM,1980,,,,72.64,
ARM,1980,,,,73.1,
ARM,1980,,,,73.07,
ARM,1980,,,,60.97,
AZE,1980,,,,69.13,
AZE,1980,,,,69.65,
AZE,1980,,,,69.82,
AZE,1980,,,,70.03,
AZE,1980,,,,70.21,
AZE,1980,,,,69.77,
BIH,1980,,,,71.3,
BIH,1980,,,,71.79,
BIH,1980,,,,71.88,
BIH,1980,,,,72.11,
BIH,1980,,,,72.01,
BLR,1980,,,,71.37,13.2
BLR,1980,,,,71.5,12.67
BLR,1980,,,,72.38,7.57
BLR,1980,,,,72.22,5.71
BLR,1980,,,,72.01,4.55
CARINFONET,1980,,,,67.22,
CARINFONET,1980,,,,67.26,
CARINFONET,1980,,,,68.5,
CARINFONET,1980,,,,68.5,
CARINFONET,1980,,,,68.25,
CIS,1980,,,,68.3,
CIS,1980,,,,68.7,
CIS,1980,,,,70.1,
CIS,1980,,,,70.06,
CIS,1980,,,,69.7,
CZE,1980,,,,70.65,14.23
CZE,1980,,,,70.75,14.12
CZE,1980,,,,70.55,14.14
CZE,1980,,,,70.66,14.29
CZE,1980,,,,71.14,13.01
CZE,1980,,,,71.58,13.2
CZE,1980,,,,71.78,12.84
CZE,1980,,,,71.8,13.01
EST,1980,,,,69.26,
EST,1980,,,,69.73,
EST,1980,,,,70.87,
EST,1980,,,,70.93,
EST,1980,,,,71.01,
EU_AFTER_MAY2004,1980,,,,70.63,12.32
EU_AFTER_MAY2004,1980,,,,70.73,11.41
EU_AFTER_MAY2004,1980,,,,70.61,11.18
EU_AFTER_MAY2004,1980,,,,70.57,11.24
EU_AFTER_MAY2004,1980,,,,70.77,11.14
EU_AFTER_MAY2004,1980,,,,70.76,10.95
EU_AFTER_MAY2004,1980,,,,71.04,10.85
EU_AFTER_MAY2004,1980,,,,70.91,10.57
GEO,1980,,,,71.23,
GEO,1980,,,,71.86,
GEO,1980,,,,71.74,
GEO,1980,,,,71.84,
GEO,1980,,,,72.03,
GEO,1980,,,,71.91,
HRV,1980,,,,71.77,
HRV,1980,,,,71.61,13.51
HRV,1980,,,,71.89,11.07
HRV,1980,,,,72.29,10.92
HUN,1980,,,,69.41,16.82
HUN,1980,,,,69.01,16.39
HUN,1980,,,,69.31,16.67
HUN,1980,,,,69.77,15.7
HUN,1980,,,,70.16,15.34
HUN,1980,,,,69.66,16.29
ISR,1980,,,,74.49,2.8
ISR,1980,,,,75.02,2.65
KAZ,1980,,,,66.95,
KAZ,1980,,,,67.34,
KAZ,1980,,,,68.93,
KAZ,1980,,,,68.81,
KAZ,1980,,,,68.55,
KGZ,1980,,,,65.85,
KGZ,1980,,,,66.89,
KGZ,1980,,,,67.63,
KGZ,1980,,,,67.18,
KGZ,1980,,,,66.34,
KGZ,1980,,,,67,7.08
KGZ,1980,,,,69.2,3.42
KGZ,1980,,,,68.69,3.01
KGZ,1980,,,,68.15,3.51
LTU,1980,,,,70.53,
LTU,1980,,,,70.9,
LTU,1980,,,,70.97,
LTU,1980,,,,70.39,13.01
LTU,1980,,,,72.32,8.04
LTU,1980,,,,72.21,6.22
LTU,1980,,,,72.05,7.11
LVA,1980,,,,69.05,12.79
LVA,1980,,,,69.65,12.43
LVA,1980,,,,69.43,12.33
LVA,1980,,,,69.45,12.35
LVA,1980,,,,71,7.79
LVA,1980,,,,71.05,5.75
LVA,1980,,,,71,6.27
MDA,1980,,,,66.22,
MDA,1980,,,,66.56,
MDA,1980,,,,68.26,
MDA,1980,,,,68.69,
MDA,1980,,,,68.74,
MNE,1980,,,,75.27,
MNE,1980,,,,75.61,
MNE,1980,,,,76.04,
MNE,1980,,,,77.74,
MNE,1980,,,,77.51,
POL,1980,,,,71.32,11.21
POL,1980,,,,71.4,8.54
POL,1980,,,,70.92,8.31
POL,1980,,,,70.98,9.41
POL,1980,,,,71.11,9.33
ROU,1980,,,,69.57,10.48
ROU,1980,,,,69.76,10.28
ROU,1980,,,,69.91,10.14
ROU,1980,,,,69.81,10.31
RUS,1980,,,,67.78,7.66
RUS,1980,,,,68.39,7.68
RUS,1980,,,,68.2,8.46
RUS,1980,,,,67.61,8.98
RUS,1980,,,,70,5.29
RUS,1980,,,,70,4.59
SEEHN,1980,,,,71.04,
SEEHN,1980,,,,70.78,
SEEHN,1980,,,,71,
SEEHN,1980,,,,71.15,
SVK,1980,,,,70.86,15.2
SVK,1980,,,,70.85,14.33
SVK,1980,,,,70.83,13.82
SVK,1980,,,,70.92,13.3
SVK,1980,,,,72.34,13.24
SVK,1980,,,,72.15,12.77
SVK,1980,,,,71.17,12.7
SVN,1980,,,,72.66,18.13
SVN,1980,,,,72.48,16.64
SVN,1980,,,,73.13,14.96
SVN,1980,,,,73.55,12.96
TJK,1980,,,,67.02,
TJK,1980,,,,67.21,
TJK,1980,,,,69.58,
TJK,1980,,,,69.16,
TJK,1980,,,,68.43,
TKM,1980,,,,63.67,
TKM,1980,,,,64.8,
TKM,1980,,,,64.65,
TKM,1980,,,,64.14,
