COUNTRY_REGION,DECADE,VALUE_HFA_33,VALUE_HFA_36,VALUE_HFA_39,VALUE_HFA_43,VALUE_HFA_426
UKR,1980,,,,69.76,7.48
UKR,1980,,,,70,6.96
UKR,1980,,,,69.98,6.99
UKR,1980,,,,69.68,7.08
UKR,1980,,,,71.36,4.39
UZB,1980,,,,68.24,
UZB,1980,,,,67.56,
UZB,1980,,,,67.3,
UZB,1980,,,,67.26,
UZB,1980,,,,68.48,
UZB,1980,,,,68.59,
UZB,1980,,,,68.52,
WESTERN_BALKANS,1980,,,,72.06,
WESTERN_BALKANS,1980,,,,72.24,
WESTERN_BALKANS,1980,,,,72.11,
WHO_EURO,1980,,,,72.24,10.92
WHO_EURO,1980,,,,72.48,10.6
WHO_EURO,1980,,,,72.4,10.66
WHO_EURO,1980,,,,72.45,10.49
WHO_EURO,1980,,,,73.17,9.25
ALB,1980,,,,,1.84
ALB,1980,,,,,1.51
ALB,1980,,,,,1.68
ALB,1980,,,,,1.58
BLR,1980,,,,,12.43
BLR,1980,,,,,12.7
CZE,1980,,,,,14.24
SVK,1980,,,,,15.02
SVK,1980,,,,,14.85
SVN,1980,,,,,19.5
SVN,1980,,,,,17.28
SVN,1980,,,,,17.23
AND,1970,3238.69,,,,
AND,1970,3496.53,,,,
AND,1970,4218.27,,,,
AND,1970,5342.17,,,,
AND,1970,6320.81,,,,
AND,1970,7169.1,,,,
AND,1970,7151.25,,,,
AND,1970,7751.84,,,,
AND,1970,9127.81,,,,
AND,1970,11818.47,,,,
AUT,1970,2058.77,,,70.02,13.4
AUT,1970,2380.98,,2.6,70.28,13.6
AUT,1970,2924.05,,,70.61,14.2
AUT,1970,3890.72,,,71.15,14.6
AUT,1970,4630.76,,,71.22,14.5
AUT,1970,5285.62,,,71.35,14.1
AUT,1970,5678.39,,,71.8,14.3
AUT,1970,6810.63,,,72.19,14.2
AUT,1970,8205.47,,,72.24,14
AUT,1970,9793.77,,,72.61,13.4
BEL,1970,2765.89,,5.2,71.02,12.43
BEL,1970,3082.93,,,71.13,12.62
BEL,1970,3831.63,,,71.44,13
BEL,1970,4900.96,,,71.66,13.81
BEL,1970,5733.8,,,72,13.35
BEL,1970,6701.38,,,72.04,13.46
BEL,1970,7243.05,,,72.23,13.6
BEL,1970,8426.95,,,72.89,13.47
BEL,1970,10289.77,,,72.76,13.4
BEL,1970,11810.62,,,73.31,13.56
CYP,1970,976.33,,,,4.67
CYP,1970,1157.41,,,,4.75
CYP,1970,1476.27,,,,5.21
CYP,1970,1929.4,,,,5.69
CYP,1970,2559.26,,,,5.99
DEU,1970,2761.17,,4.3,,15.53
DEU,1970,3192.13,,,,16.54
DEU,1970,3809.98,,,,16.25
DEU,1970,5046.76,,,,16.74
DEU,1970,5639.08,,,,15.92
DEU,1970,6236.36,,,,16.84
DEU,1970,6634.86,,,,17.23
DEU,1970,7682.95,,,,16.44
DEU,1970,9482.04,,,,16.27
DEU,1970,11281.02,,,,16.67
DNK,1970,3464.46,,,73.51,9.58
DNK,1970,3845.51,,,73.51,9.4
DNK,1970,4654.3,,,73.51,10.1
DNK,1970,6119.37,,,73.82,10.89
DNK,1970,6770.75,,,74.04,10.68
DNK,1970,7999.11,,,74.27,11.47
DNK,1970,8787.59,,,73.92,11.84
DNK,1970,9783.85,,,74.93,11.43
DNK,1970,11826.02,,,74.67,10.91
DNK,1970,13752,,,74.45,11.41
ESP,1970,1212.29,91.5,3.7,72.88,15.25
ESP,1970,1362.17,,,72.42,15.11
ESP,1970,1708.81,,,73.58,16.33
ESP,1970,2247.55,,,73.2,17.98
ESP,1970,2749.92,,,73.51,18.38
ESP,1970,3209.84,92.9,,73.26,18.53
ESP,1970,3279.31,,,73.81,17.93
ESP,1970,3627.59,,,74.25,17.07
ESP,1970,4356.44,,,74.39,18.28
ESP,1970,5770.21,,,74.97,17.71
EU_BEFORE_MAY2004,1970,2407.9,,,72.93,15.04
EU_BEFORE_MAY2004,1970,2709.96,,,73.02,15.19
EU_BEFORE_MAY2004,1970,3224.75,,,73.2,15.33
EU_BEFORE_MAY2004,1970,4073.26,,,73.25,16.03
EU_BEFORE_MAY2004,1970,4556.46,,,73.56,15.9
EU_BEFORE_MAY2004,1970,5285.03,,,73.57,16
EU_BEFORE_MAY2004,1970,5453.58,,,73.74,15.85
EU_BEFORE_MAY2004,1970,6158.3,,,74.14,15.3
EU_BEFORE_MAY2004,1970,7522.62,,,74.23,15.29
EU_BEFORE_MAY2004,1970,9155.35,,,74.48,15.32
EU_MEMBERS,1970,2447.88,96.5,,72.27,14.61
EU_MEMBERS,1970,2670.37,,,72.3,14.77
EU_MEMBERS,1970,3069.62,,,72.66,14.94
EU_MEMBERS,1970,3760.71,,,72.65,15.52
EU_MEMBERS,1970,4149.98,,,73.01,15.38
EU_MEMBERS,1970,4699.83,97,,72.91,15.44
EU_MEMBERS,1970,4870.16,,,73.08,15.34
EU_MEMBERS,1970,5410,,,73.31,15.07
EU_MEMBERS,1970,6423.39,,,73.41,15.08
EU_MEMBERS,1970,7594.85,,,73.64,15.02
EU_BEFORE_FEB2020,1970,2435.26,96.9,,72.22,13.84
EU_BEFORE_FEB2020,1970,2667.79,,,72.3,14.02
EU_BEFORE_FEB2020,1970,3064.7,,,72.57,14.21
EU_BEFORE_FEB2020,1970,3718.82,,,72.59,14.83
EU_BEFORE_FEB2020,1970,4089.7,,,72.92,14.76
EU_BEFORE_FEB2020,1970,4650.33,97.3,,72.87,14.81
EU_BEFORE_FEB2020,1970,4780.1,,,73.02,14.78
EU_BEFORE_FEB2020,1970,5320.8,,,73.28,14.48
EU_BEFORE_FEB2020,1970,6368.96,,,73.36,14.57
EU_BEFORE_FEB2020,1970,7620.36,,,73.57,14.56
FIN,1970,2465.64,,,70.4,5.84
FIN,1970,2716.19,,,70.19,6.39
FIN,1970,3177.65,,,70.91,6.8
FIN,1970,4173.17,,,71.45,7.38
FIN,1970,5297.61,,,71.39,8.42
FIN,1970,6255.54,,,71.93,8
FIN,1970,6739.69,,,72.11,8.09
FIN,1970,7069.11,,,72.58,8.15
FIN,1970,7628.82,,,73.16,7.89
FIN,1970,9332.25,,,73.46,7.84
FRA,1970,2857.25,,,72.93,21.77
FRA,1970,3169.04,,,72.88,21.44
FRA,1970,3854.56,,,73.1,21.2
FRA,1970,4969.76,,,73.39,21.4
FRA,1970,5328.24,,,73.53,21.15
FRA,1970,6690.58,,,73.48,21.12
FRA,1970,6866.82,,,73.75,20.84
FRA,1970,7532.53,,,74.39,20.74
FRA,1970,9264.78,,,74.48,19.88
FRA,1970,11179.63,,,74.79,19.4
GBR,1970,2347.54,,,71.87,8.46
GBR,1970,2649.8,,,72.27,8.83
GBR,1970,3030.43,,,71.96,9.14
GBR,1970,3426.28,,,72.13,10.04
GBR,1970,3665.86,,,72.33,10.39
GBR,1970,4299.75,,,72.62,10.4
GBR,1970,4138.17,,11,72.6,10.81
GBR,1970,4681.44,,,73.1,10.28
GBR,1970,5976.94,,,73.04,10.89
GBR,1970,7804.76,,,73.12,11.24
GRC,1970,1494.39,86.5,,73.81,10.33
GRC,1970,1652.33,84.4,,74.09,10.39
GRC,1970,1899.68,,,73.99,10.43
GRC,1970,2502.81,,,74.27,10.67
GRC,1970,2828.75,,,74.76,10.88
GRC,1970,3153.24,88.7,,74.49,10.88
GRC,1970,3390.54,,,74.62,11.01
GRC,1970,3886.37,,,74.73,10.92
GRC,1970,4694.63,,,75.27,11.39
GRC,1970,5705.95,,,75.52,11.59
IRL,1970,1486.51,99.5,,70.74,10.58
IRL,1970,1703.93,,4.6,71.6,11.13
IRL,1970,2080.47,,,70.88,12
IRL,1970,2424.27,,,71.09,13.11
IRL,1970,2516.93,,,70.96,13.67
IRL,1970,2973.4,,,71.53,13.84
IRL,1970,2919.58,,,71.78,13.55
IRL,1970,3427.07,,,71.92,13.56
IRL,1970,4399.99,,,71.87,13.86
IRL,1970,5429.96,,,72.11,13.83
ISL,1970,2576.35,,,,4.57
ISL,1970,3252.1,,,73.73,4.88
ISL,1970,4014.84,,,74.64,5.04
ISL,1970,5437.34,,,74.49,5.19
ISL,1970,7040.55,,,74.58,5.3
ISL,1970,6454.18,,,75.51,4.75
ISL,1970,7583.28,,,77.03,4.76
ISL,1970,9957.25,,,76.55,5.09
ISL,1970,11236.74,,,76.86,4.8
ISL,1970,12640.64,,,76.91,5.12
ITA,1970,2106.86,94.5,,71.62,19.72
ITA,1970,2305.61,93.9,2.6,71.89,19.56
ITA,1970,2671.14,,,72.08,19.49
ITA,1970,3205.25,,,71.92,19.89
ITA,1970,3621.15,,,72.99,19.65
ITA,1970,4106.99,95.3,,72.9,18.32
ITA,1970,4033.1,,,73.31,17.6
ITA,1970,4603.6,,,73.64,16.99
ITA,1970,5610.5,,,74.03,16.53
ITA,1970,6990.29,,,74.37,16.49
LUX,1970,4298.03,,,,18.65
LUX,1970,4435.4,,,69.75,18.99
LUX,1970,5486.72,,,70.87,18.73
LUX,1970,7447.21,,,70.83,19.07
LUX,1970,8966.73,,,71.07,18.54
LUX,1970,8701.3,,,71.03,18.98
LUX,1970,9490.69,,,71.02,19.03
LUX,1970,10486.34,,,72.64,18.59
LUX,1970,13034.39,,,72.04,18.08
LUX,1970,15204.33,,,72.56,18.03
MCO,1970,12478.13,,,,
MCO,1970,13812.72,,,,
MCO,1970,16735.01,,,,
MCO,1970,21417.58,,,,
MCO,1970,22712.94,,,,
MCO,1970,28247.55,,11.5,,
MCO,1970,28810.87,,,,
MCO,1970,31430.43,,,,
MCO,1970,38349.4,,,,
MCO,1970,45845.11,,,,
MLT,1970,828.42,77.6,,70.47,3.65
MLT,1970,874.07,,,70.72,3.28
MLT,1970,975.76,,,71.58,2.89
MLT,1970,1143.62,,,69.94,3.88
MLT,1970,1245.36,,,70.77,4.06
MLT,1970,1560.11,80.4,,70.35,4.25
MLT,1970,1726.56,,,70.12,5.32
MLT,1970,2037.9,,,71.23,5
MLT,1970,2558.74,,,69.84,5.8
MLT,1970,3195.55,,,71.16,5.73
NLD,1970,2927.07,,,73.71,7.54
NLD,1970,3378.61,,7.2,73.95,8.09
NLD,1970,4104.45,,,73.84,8.76
NLD,1970,5345.58,,,74.3,9.77
NLD,1970,6440.98,,,74.73,10.34
NLD,1970,7335.51,,,74.65,11.41
NLD,1970,7925.69,,,74.81,10.53
NLD,1970,9166.81,,,75.46,11.07
NLD,1970,11179.39,,,75.34,11.25
NLD,1970,12798.54,,,75.86,11.65
NOR,1970,3306.22,,7.4,74.16,4.84
NOR,1970,3736.35,,,74.28,5.07
NOR,1970,4413.58,,,74.44,5.3
NOR,1970,5689.59,,,74.6,5.4
NOR,1970,6811.53,,,74.86,5.74
NOR,1970,8204.45,,9.1,74.9,5.87
NOR,1970,8927.2,,,75.14,5.84
NOR,1970,10266.12,,,75.52,5.93
NOR,1970,11462.64,,,75.59,5.41
NOR,1970,13046.54,,,75.55,5.83
NORDIC,1970,3687.57,,,73.46,7.25
NORDIC,1970,4059.89,,,73.41,7.34
NORDIC,1970,4801.69,,,73.63,7.73
NORDIC,1970,6059.49,,,73.89,8.01
NORDIC,1970,6955.2,,,74.02,8.44
NORDIC,1970,8432.98,,,74.2,8.63
NORDIC,1970,9134.61,,,74.21,8.76
NORDIC,1970,9911.87,,,74.78,8.56
NORDIC,1970,11157.77,,,74.89,8.16
NORDIC,1970,13091.18,,,74.91,8.35
PRT,1970,934.08,73.7,1.6,,19.89
PRT,1970,1064.54,,,67.06,15.95
PRT,1970,1302.27,,,68.67,16.18
PRT,1970,1747.99,,,67.89,19.06
PRT,1970,2000.42,,,68.62,18.34
PRT,1970,2127.64,77.5,,68.97,19.55
PRT,1970,2173.28,,,69.02,16.87
PRT,1970,2267.37,,,70,13.74
PRT,1970,2457.31,,,70.24,14.02
PRT,1970,2755.62,,,70.84,14.19
SMALL,1970,2407.99,,,,8.64
SMALL,1970,2555.27,,,,8.77
SMALL,1970,2890.96,,,,8.84
SMALL,1970,3518.17,,,,9.11
SMALL,1970,4021.07,,,,8.83
SMALL,1970,4088.33,,,,9.03
SMALL,1970,4406.61,,,,9.23
SMALL,1970,5022.6,,,,9.24
SMALL,1970,5879.17,,,,9.33
SMALL,1970,6810.61,,,,9.43
SWE,1970,4736.22,,,74.83,7.86
SWE,1970,5132.71,,,74.75,7.77
SWE,1970,6027.13,,,74.83,8.05
SWE,1970,7301.22,,,74.97,7.94
SWE,1970,8089.91,,,75.1,8.46
SWE,1970,10117.31,,,75.08,8.69
SWE,1970,10868.28,,,75.07,8.78
SWE,1970,11448.62,,,75.53,8.41
SWE,1970,12620.52,,,75.61,8.06
SWE,1970,14877.16,,15.4,75.66,8.08
TUR,1970,489.93,56.5,,,0.39
TUR,1970,455.62,,,,0.55
TUR,1970,556.45,,,,0.41
TUR,1970,684.07,,,,0.69
TUR,1970,929.6,,,,0.59
TUR,1970,1139.69,61.6,1.8,,0.77
TUR,1970,1272.23,,,,0.77
TUR,1970,1427.53,,,,0.85
TUR,1970,1548.5,,,,0.91
TUR,1970,2077.68,,,,0.81
ALB,1970,,59.2,,,1.35
ARM,1970,,91.6,,73.03,
ARM,1970,,94.7,,72.59,
BGR,1970,,92.4,,71.28,8.44
BGR,1970,,93.7,5.5,71.01,10.15
BLR,1970,,98.7,6.1,,
BLR,1970,,98.9,,,
CYP,1970,,83,,,4.76
CZE,1970,,98.9,,,11.9
EST,1970,,99.8,,,
EST,1970,,99.8,,,
EU_AFTER_MAY2004,1970,,96.5,,69.8,9.78
EU_AFTER_MAY2004,1970,,97.1,,70.56,10.83
HRV,1970,,91.3,,,
HRV,1970,,91,2.2,,
HRV,1970,,92.8,,,
HUN,1970,,98.1,5.1,69.3,12.4
HUN,1970,,98.3,,69.48,13.79
ISR,1970,,79.8,,71.63,4.56
ISR,1970,,87.9,14.8,71.93,4.91
ISR,1970,,82.9,,72.23,5.09
KAZ,1970,,95.8,,,
KAZ,1970,,96.8,,,
LTU,1970,,98.3,,70.78,
LTU,1970,,98.6,,70.94,
LVA,1970,,99.8,,69.89,
LVA,1970,,99.8,,69.16,
MDA,1970,,91,,,
MDA,1970,,93.1,,,
POL,1970,,98.2,5.4,69.98,7.62
POL,1970,,98.6,,71.1,8.62
POL,1970,,98.7,5.7,70.75,10.99
ROU,1970,,93.4,,68.04,8.55
ROU,1970,,94.4,,69.81,9.68
RUS,1970,,98.2,,68.51,8.63
RUS,1970,,98.5,,68.17,7.68
SEEHN,1970,,90.9,,,
SEEHN,1970,,92,,,
SMR,1970,,96.1,2.4,,
SVN,1970,,99.3,,,
SVN,1970,,99.4,,,
TJK,1970,,90.7,,,
TJK,1970,,93.4,,,
UKR,1970,,98.7,6.5,70.58,
UKR,1970,,99,,70.16,7.48
UZB,1970,,96.7,,72.85,
UZB,1970,,97.3,,68.25,
WHO_EURO,1970,,95.1,,71.39,11.04
ROU,1970,,,4.6,69.43,9.61
ARM,1970,,,,74.26,
ARM,1970,,,,73.25,
ARM,1970,,,,73.33,
ARM,1970,,,,73.45,
ARM,1970,,,,72.68,
ARM,1970,,,,72.99,
ARM,1970,,,,72.64,
ARM,1970,,,,72.54,
BGR,1970,,,,70.86,8.88
BGR,1970,,,,70.84,9.18
BGR,1970,,,,71.36,10.14
BGR,1970,,,,71.17,10.22
BGR,1970,,,,71.37,10.86
BGR,1970,,,,70.77,10.52
BGR,1970,,,,71.12,11.27
BGR,1970,,,,71.21,10.91
CHE,1970,,,,73.24,14.79
CHE,1970,,,,73.33,14.77
CHE,1970,,,,73.88,15.02
CHE,1970,,,,74.18,15.63
CHE,1970,,,,74.55,15.24
CHE,1970,,,,74.95,14.28
CHE,1970,,,,75.06,13.96
CHE,1970,,,,75.56,14.04
CHE,1970,,,,75.48,14.16
CHE,1970,,,,75.8,14.06
CZE,1970,,,,69.67,11.57
CZE,1970,,,,70.36,12.66
CZE,1970,,,,69.99,12.95
CZE,1970,,,,70.07,13.11
CZE,1970,,,,70.39,13.33
CZE,1970,,,,70.52,13.62
CZE,1970,,,,70.55,14.2
CZE,1970,,,,70.64,14.64
CZE,1970,,,,70.74,13.17
EU_AFTER_MAY2004,1970,,,,69.88,10.08
EU_AFTER_MAY2004,1970,,,,70.8,10.92
EU_AFTER_MAY2004,1970,,,,70.6,11.18
EU_AFTER_MAY2004,1970,,,,70.43,11.73
EU_AFTER_MAY2004,1970,,,,70.47,12.16
EU_AFTER_MAY2004,1970,,,,70.57,12.01
HUN,1970,,,,69.18,12.79
HUN,1970,,,,69.83,12.73
HUN,1970,,,,69.66,12.82
HUN,1970,,,,69.58,12.86
HUN,1970,,,,69.65,14.72
HUN,1970,,,,69.92,15.67
HUN,1970,,,,69.41,16.06
HUN,1970,,,,69.64,15.59
ISR,1970,,,,72.2,4.66
ISR,1970,,,,72.33,4.86
ISR,1970,,,,72.11,4.74
ISR,1970,,,,73.13,5
ISR,1970,,,,73.11,3.92
ISR,1970,,,,73.34,3.52
ISR,1970,,,,73.69,3.05
KGZ,1970,,,,67.88,
KGZ,1970,,,,68.79,
KGZ,1970,,,,67.91,
KGZ,1970,,,,67.54,
KGZ,1970,,,,68.39,
KGZ,1970,,,,66.39,
KGZ,1970,,,,65.88,
KGZ,1970,,,,65.89,
KGZ,1970,,,,66.1,
KGZ,1970,,,,65.75,
LTU,1970,,,,71.49,
LTU,1970,,,,71.09,
LTU,1970,,,,71.44,
LTU,1970,,,,71.29,
LTU,1970,,,,70.85,
LTU,1970,,,,70.8,
LTU,1970,,,,70.5,
LVA,1970,,,,69.84,
LVA,1970,,,,70.05,
LVA,1970,,,,69.99,
LVA,1970,,,,69.95,
LVA,1970,,,,69.01,
LVA,1970,,,,69.3,
LVA,1970,,,,69.21,
LVA,1970,,,,68.76,
POL,1970,,,,69.91,8.03
POL,1970,,,,70.99,8.7
POL,1970,,,,70.97,8.67
POL,1970,,,,71.68,9.01
POL,1970,,,,71,9.45
POL,1970,,,,70.82,10.47
POL,1970,,,,71.17,10.62
ROU,1970,,,,68.67,8.82
ROU,1970,,,,69.25,8.97
ROU,1970,,,,68.81,10.21
ROU,1970,,,,69.91,10.34
ROU,1970,,,,69.94,9.44
ROU,1970,,,,69.85,10.47
RUS,1970,,,,68.86,8.5
RUS,1970,,,,68.76,8.16
RUS,1970,,,,68.76,8.05
RUS,1970,,,,68.77,7.54
RUS,1970,,,,67.92,7.68
RUS,1970,,,,67.88,7.67
RUS,1970,,,,67.88,7.77
RUS,1970,,,,67.48,7.72
UKR,1970,,,,70.83,
UKR,1970,,,,70.63,
UKR,1970,,,,70.83,
UKR,1970,,,,70.74,
UKR,1970,,,,69.95,
UKR,1970,,,,69.87,
UKR,1970,,,,69.82,
UKR,1970,,,,69.68,
UZB,1970,,,,73.21,
UZB,1970,,,,71.3,
UZB,1970,,,,70.64,
UZB,1970,,,,70.06,
UZB,1970,,,,68.4,
UZB,1970,,,,68.05,
UZB,1970,,,,68.11,
UZB,1970,,,,67.9,
WHO_EURO,1970,,,,71.55,11.12
WHO_EURO,1970,,,,71.64,11.17
WHO_EURO,1970,,,,71.66,11.52
WHO_EURO,1970,,,,71.86,11.37
WHO_EURO,1970,,,,71.65,11.42
WHO_EURO,1970,,,,71.69,11.39
WHO_EURO,1970,,,,71.84,11.21
WHO_EURO,1970,,,,71.9,11.27
WHO_EURO,1970,,,,71.95,11.24
ALB,1970,,,,,1.77
ALB,1970,,,,,1.2
ALB,1970,,,,,1.56
ALB,1970,,,,,1.59
ALB,1970,,,,,1.58
ALB,1970,,,,,1.33
ALB,1970,,,,,1.37
ALB,1970,,,,,1.65
ALB,1970,,,,,1.4
CYP,1970,,,,,5
CYP,1970,,,,,5.42
CYP,1970,,,,,5.27
CYP,1970,,,,,4.27
EU_AFTER_MAY2004,1970,,,,,10.42
EU_AFTER_MAY2004,1970,,,,,10.78
ROU,1970,,,,,11.41
SVK,1970,,,,,12.71
SVK,1970,,,,,14.25
SVK,1970,,,,,13.64
SVK,1970,,,,,13.68
SVK,1970,,,,,13.51
SVK,1970,,,,,14.7
SVK,1970,,,,,13.66
SVK,1970,,,,,14.85
SVK,1970,,,,,13.59
SVK,1970,,,,,13.57
AUT,1960,,,,69.98,13
BEL,1960,,,,70.64,11.15
BEL,1960,,,,70.73,11.46
BGR,1960,,,,71.43,9.01
BGR,1960,,,,70.41,8.71
CHE,1960,,,,72.83,14.65
DNK,1960,,,,73.34,8.86
ESP,1960,,,,72.23,14.91
ESP,1960,,,,71.84,15.22
EU_BEFORE_MAY2004,1960,,,,72.47,
EU_MEMBERS,1960,,,,71.84,
EU_BEFORE_FEB2020,1960,,,,71.81,
FIN,1960,,,,69.65,5.72
FRA,1960,,,,72,22.48
FRA,1960,,,,72,22.15
GBR,1960,,,,71.66,7.91
GBR,1960,,,,71.62,8.11
GRC,1960,,,,72.6,10.15
GRC,1960,,,,73,10.18
HUN,1960,,,,69.47,11.77
IRL,1960,,,,70.78,8.77
IRL,1960,,,,70.69,9.17
ITA,1960,,,,70.79,19.71
ITA,1960,,,,70.82,19.73
MLT,1960,,,,70.68,2.55
MLT,1960,,,,70.53,2.9
NLD,1960,,,,73.69,6.9
NOR,1960,,,,73.78,4.58
NORDIC,1960,,,,72.95,
POL,1960,,,,70.08,7.64
ROU,1960,,,,67.14,8
SWE,1960,,,,74.21,7.75
ALB,1960,,,,,0.91
ALB,1960,,,,,1.04
ALB,1960,,,,,1.04
ALB,1960,,,,,1.03
ALB,1960,,,,,1.17
ALB,1960,,,,,1.44
ALB,1960,,,,,1.73
AUT,1960,,,,,8.91
AUT,1960,,,,,9.31
AUT,1960,,,,,9.7
AUT,1960,,,,,9.8
AUT,1960,,,,,10.7
AUT,1960,,,,,11.6
AUT,1960,,,,,12.4
AUT,1960,,,,,13.1
AUT,1960,,,,,13.2
BEL,1960,,,,,9.88
BEL,1960,,,,,10.48
BEL,1960,,,,,10.76
BEL,1960,,,,,10.3
BEL,1960,,,,,10.73
BGR,1960,,,,,7.25
BGR,1960,,,,,6.52
BGR,1960,,,,,7.25
BGR,1960,,,,,7.31
BGR,1960,,,,,7.84
CHE,1960,,,,,14.22
CHE,1960,,,,,14.19
CHE,1960,,,,,14.23
CYP,1960,,,,,5.15
CYP,1960,,,,,4.44
CYP,1960,,,,,5.14
CYP,1960,,,,,5.22
CYP,1960,,,,,5.5
CYP,1960,,,,,4.83
CYP,1960,,,,,5.18
CYP,1960,,,,,4.75
CYP,1960,,,,,4.75
CZE,1960,,,,,9
CZE,1960,,,,,9.12
CZE,1960,,,,,9.06
CZE,1960,,,,,9.36
CZE,1960,,,,,10.18
CZE,1960,,,,,10.49
CZE,1960,,,,,10.64
CZE,1960,,,,,10.61
CZE,1960,,,,,11.42
DEU,1960,,,,,11.03
DEU,1960,,,,,12.05
DEU,1960,,,,,12.85
DEU,1960,,,,,13.71
DEU,1960,,,,,14
DEU,1960,,,,,13.59
DEU,1960,,,,,13.51
DEU,1960,,,,,14.04
DEU,1960,,,,,14.98
DNK,1960,,,,,6.54
DNK,1960,,,,,6.56
DNK,1960,,,,,6.65
DNK,1960,,,,,7.23
DNK,1960,,,,,7
DNK,1960,,,,,7.67
DNK,1960,,,,,7.89
DNK,1960,,,,,8.06
ESP,1960,,,,,14.64
ESP,1960,,,,,13.56
ESP,1960,,,,,13.88
ESP,1960,,,,,14.59
ESP,1960,,,,,16.03
ESP,1960,,,,,14.54
FIN,1960,,,,,2.91
FIN,1960,,,,,3.02
FIN,1960,,,,,3.07
FIN,1960,,,,,3.1
FIN,1960,,,,,3.28
FIN,1960,,,,,3.46
FIN,1960,,,,,3.63
FIN,1960,,,,,3.93
FRA,1960,,,,,26.04
FRA,1960,,,,,24.6
FRA,1960,,,,,24.63
FRA,1960,,,,,23.96
FRA,1960,,,,,23.37
FRA,1960,,,,,23.32
FRA,1960,,,,,23.05
GBR,1960,,,,,7.14
GBR,1960,,,,,7.09
GBR,1960,,,,,7.18
GBR,1960,,,,,7.53
GBR,1960,,,,,7.4
GBR,1960,,,,,7.56
GBR,1960,,,,,7.68
GRC,1960,,,,,9.67
GRC,1960,,,,,9.82
GRC,1960,,,,,9.99
GRC,1960,,,,,10.1
GRC,1960,,,,,10.09
HUN,1960,,,,,9.02
HUN,1960,,,,,9.26
HUN,1960,,,,,9.14
HUN,1960,,,,,10.21
HUN,1960,,,,,9.53
HUN,1960,,,,,9.58
HUN,1960,,,,,10.42
HUN,1960,,,,,10.64
IRL,1960,,,,,7.39
IRL,1960,,,,,7.67
IRL,1960,,,,,7.7
IRL,1960,,,,,7.87
IRL,1960,,,,,8.02
ISL,1960,,,,,3.04
ISL,1960,,,,,3.41
ISL,1960,,,,,3.55
ISL,1960,,,,,3.64
ISL,1960,,,,,3.79
ISL,1960,,,,,4.2
ISL,1960,,,,,4.42
ISL,1960,,,,,3.87
ISL,1960,,,,,3.91
ISR,1960,,,,,4.39
ISR,1960,,,,,4.8
ISR,1960,,,,,4.12
ISR,1960,,,,,5.05
ISR,1960,,,,,4.86
ISR,1960,,,,,4.38
ISR,1960,,,,,4.48
ISR,1960,,,,,4.51
ISR,1960,,,,,4.89
ITA,1960,,,,,19.24
ITA,1960,,,,,19.44
ITA,1960,,,,,18.18
ITA,1960,,,,,17.75
ITA,1960,,,,,18.42
ITA,1960,,,,,18.73
ITA,1960,,,,,19.01
LUX,1960,,,,,18.54
LUX,1960,,,,,18.33
LUX,1960,,,,,18.74
LUX,1960,,,,,18.84
LUX,1960,,,,,18.69
LUX,1960,,,,,18.46
LUX,1960,,,,,18.28
LUX,1960,,,,,18.26
LUX,1960,,,,,18.56
MLT,1960,,,,,1.99
MLT,1960,,,,,1.51
MLT,1960,,,,,1.71
MLT,1960,,,,,2.07
MLT,1960,,,,,2.18
MLT,1960,,,,,2.85
MLT,1960,,,,,2.81
NLD,1960,,,,,3.97
NLD,1960,,,,,4.29
NLD,1960,,,,,4.63
NLD,1960,,,,,4.97
NLD,1960,,,,,5.74
NLD,1960,,,,,5.24
NLD,1960,,,,,5.98
NLD,1960,,,,,6.22
NOR,1960,,,,,3.74
NOR,1960,,,,,3.64
NOR,1960,,,,,3.74
NOR,1960,,,,,3.7
NOR,1960,,,,,3.84
NOR,1960,,,,,3.96
NOR,1960,,,,,4.15
NOR,1960,,,,,4.39
POL,1960,,,,,6.27
POL,1960,,,,,6.06
POL,1960,,,,,6.22
POL,1960,,,,,6.16
POL,1960,,,,,6.29
POL,1960,,,,,6.57
POL,1960,,,,,6.94
POL,1960,,,,,7.41
PRT,1960,,,,,15.02
PRT,1960,,,,,15.17
PRT,1960,,,,,18.49
PRT,1960,,,,,19.37
PRT,1960,,,,,19.53
PRT,1960,,,,,16.9
PRT,1960,,,,,17.03
PRT,1960,,,,,18.32
PRT,1960,,,,,13.99
ROU,1960,,,,,5.7
ROU,1960,,,,,6.92
ROU,1960,,,,,7.01
ROU,1960,,,,,7.03
ROU,1960,,,,,7.18
ROU,1960,,,,,7.27
ROU,1960,,,,,7.12
ROU,1960,,,,,7.66
RUS,1960,,,,,6.19
RUS,1960,,,,,6.39
RUS,1960,,,,,6.71
RUS,1960,,,,,6.95
RUS,1960,,,,,7.45
RUS,1960,,,,,7.83
RUS,1960,,,,,8.45
SVK,1960,,,,,9.28
SVK,1960,,,,,9.44
SVK,1960,,,,,9.35
SVK,1960,,,,,10.21
SVK,1960,,,,,11.03
SVK,1960,,,,,11.18
SVK,1960,,,,,10.81
SVK,1960,,,,,11.16
SVK,1960,,,,,12.05
SWE,1960,,,,,6.04
SWE,1960,,,,,6.1
SWE,1960,,,,,6.03
SWE,1960,,,,,6.36
SWE,1960,,,,,6.56
SWE,1960,,,,,6.75
SWE,1960,,,,,6.96
SWE,1960,,,,,7.22
TUR,1960,,,,,0.75
TUR,1960,,,,,0.81
