"INDICATOR","HFA_52"

"HFA_52","Life expectancy at age 45 (years), by sex"

"UNIT_TYPE","Unit"
"YEARS","years"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"ALB","","ALL","1987","32.38"
"ALB","","ALL","1988","32.41"
"ALB","","ALL","1989","32.17"
"ALB","","ALL","1990","32.54"
"ALB","","ALL","1992","33.67"
"ALB","","ALL","1993","34.33"
"ALB","","ALL","1994","35.32"
"ALB","","ALL","1995","34.43"
"ALB","","ALL","1996","33.8"
"ALB","","ALL","1997","34.7"
"ALB","","ALL","1998","33.97"
"ALB","","ALL","1999","34.53"
"ALB","","ALL","2000","33.19"
"ALB","","ALL","2001","35.28"
"ALB","","ALL","2002","34.39"
"ALB","","ALL","2003","33.54"
"ALB","","ALL","2004","33.9"
"ALB","","ALL","2005","34.48"
"ALB","","ALL","2006","35.07"
"ALB","","ALL","2007","36.8"
"ALB","","ALL","2008","35.97"
"ALB","","ALL","2009","36.56"
"ARM","","ALL","1981","33.42"
"ARM","","ALL","1982","32.99"
"ARM","","ALL","1985","32.26"
"ARM","","ALL","1986","32.41"
"ARM","","ALL","1987","32.21"
"ARM","","ALL","1988","29.13"
"ARM","","ALL","1989","31.31"
"ARM","","ALL","1990","30.99"
"ARM","","ALL","1991","31.15"
"ARM","","ALL","1992","30.62"
"ARM","","ALL","1993","30.14"
"ARM","","ALL","1994","31.59"
"ARM","","ALL","1995","31.23"
"ARM","","ALL","1996","31.38"
"ARM","","ALL","1997","32.16"
"ARM","","ALL","1998","32.84"
"ARM","","ALL","1999","32.55"
"ARM","","ALL","2000","33.59"
"ARM","","ALL","2001","33.65"
"ARM","","ALL","2002","30.5"
"ARM","","ALL","2003","30.47"
"ARM","","ALL","2008","31.06"
"ARM","","ALL","2009","31.25"
"ARM","","ALL","2012","32.06"
"ARM","","ALL","2013","32.31"
"ARM","","ALL","2014","32.34"
"ARM","","ALL","2015","32.38"
"ARM","","ALL","2017","32.98"
"ARM","","ALL","2018","33.6"
"ARM","","ALL","2019","33.48"
"AUT","","ALL","1969","29.42"
"AUT","","ALL","1970","29.54"
"AUT","","ALL","1971","29.87"
"AUT","","ALL","1972","30.11"
"AUT","","ALL","1973","30.49"
"AUT","","ALL","1974","30.44"
"AUT","","ALL","1975","30.38"
"AUT","","ALL","1976","30.52"
"AUT","","ALL","1977","30.81"
"AUT","","ALL","1978","30.74"
"AUT","","ALL","1979","31.03"
"AUT","","ALL","1980","31.13"
"AUT","","ALL","1981","31.25"
"AUT","","ALL","1982","31.48"
"AUT","","ALL","1983","31.35"
"AUT","","ALL","1984","31.9"
"AUT","","ALL","1985","32"
"AUT","","ALL","1986","32.36"
"AUT","","ALL","1987","32.69"
"AUT","","ALL","1988","32.99"
"AUT","","ALL","1989","33.08"
"AUT","","ALL","1990","33.28"
"AUT","","ALL","1991","33.34"
"AUT","","ALL","1992","33.43"
"AUT","","ALL","1993","33.61"
"AUT","","ALL","1994","33.98"
"AUT","","ALL","1995","34.07"
"AUT","","ALL","1996","34.19"
"AUT","","ALL","1997","34.46"
"AUT","","ALL","1998","34.73"
"AUT","","ALL","1999","34.93"
"AUT","","ALL","2000","35.29"
"AUT","","ALL","2001","35.69"
"AUT","","ALL","2002","35.65"
"AUT","","ALL","2003","35.55"
"AUT","","ALL","2004","36.04"
"AUT","","ALL","2005","36.23"
"AUT","","ALL","2006","36.66"
"AUT","","ALL","2007","36.88"
"AUT","","ALL","2008","37.09"
"AUT","","ALL","2009","36.99"
"AUT","","ALL","2010","37.29"
"AUT","","ALL","2011","37.6"
"AUT","","ALL","2012","37.44"
"AUT","","ALL","2013","37.59"
"AUT","","ALL","2014","37.99"
"AUT","","ALL","2015","37.63"
"AUT","","ALL","2016","38.08"
"AUT","","ALL","2017","37.98"
"AUT","","ALL","2018","38.03"
"AUT","","ALL","2019","38.32"
"AUT","","ALL","2020","37.62"
"AUT","","ALL","2021","37.55"
"AZE","","ALL","1981","31.17"
"AZE","","ALL","1982","31.13"
"AZE","","ALL","1985","30.75"
"AZE","","ALL","1986","31.1"
"AZE","","ALL","1987","30.99"
"AZE","","ALL","1988","30.71"
"AZE","","ALL","1989","31.44"
"AZE","","ALL","1990","31.71"
"AZE","","ALL","1991","31.49"
"AZE","","ALL","1992","30.6"
"AZE","","ALL","1993","30.14"
"AZE","","ALL","1994","30.13"
"AZE","","ALL","1995","30.12"
"AZE","","ALL","1996","30.56"
"AZE","","ALL","1997","30.97"
"AZE","","ALL","1998","31.13"
"AZE","","ALL","1999","30.96"
"AZE","","ALL","2000","30.45"
"AZE","","ALL","2001","31.11"
"AZE","","ALL","2002","30.98"
"AZE","","ALL","2003","30.57"
"AZE","","ALL","2004","30.75"
"AZE","","ALL","2007","31.57"
"BEL","","ALL","1968","29.4"
"BEL","","ALL","1969","29.48"
"BEL","","ALL","1970","29.76"
"BEL","","ALL","1971","29.81"
"BEL","","ALL","1972","30.03"
"BEL","","ALL","1973","30.1"
"BEL","","ALL","1974","30.37"
"BEL","","ALL","1975","30.26"
"BEL","","ALL","1976","30.4"
"BEL","","ALL","1977","30.94"
"BEL","","ALL","1978","30.83"
"BEL","","ALL","1979","31.29"
"BEL","","ALL","1980","31.22"
"BEL","","ALL","1981","31.49"
"BEL","","ALL","1982","31.69"
"BEL","","ALL","1983","31.65"
"BEL","","ALL","1984","32.03"
"BEL","","ALL","1985","32.24"
"BEL","","ALL","1986","32.46"
"BEL","","ALL","1987","33.03"
"BEL","","ALL","1988","33.24"
"BEL","","ALL","1989","33.21"
"BEL","","ALL","1990","33.67"
"BEL","","ALL","1991","33.81"
"BEL","","ALL","1992","33.91"
"BEL","","ALL","1993","33.84"
"BEL","","ALL","1994","34.22"
"BEL","","ALL","1995","34.25"
"BEL","","ALL","1996","34.48"
"BEL","","ALL","1997","34.58"
"BEL","","ALL","1998","34.66"
"BEL","","ALL","1999","34.8"
"BEL","","ALL","2000","34.97"
"BEL","","ALL","2001","35.28"
"BEL","","ALL","2002","35.16"
"BEL","","ALL","2003","35.19"
"BEL","","ALL","2004","35.77"
"BEL","","ALL","2005","35.82"
"BEL","","ALL","2006","36.4"
"BEL","","ALL","2007","36.54"
"BEL","","ALL","2008","36.54"
"BEL","","ALL","2009","36.79"
"BEL","","ALL","2010","36.8"
"BEL","","ALL","2011","37.12"
"BEL","","ALL","2012","36.93"
"BEL","","ALL","2013","37.16"
"BEL","","ALL","2014","37.85"
"BEL","","ALL","2015","37.48"
"BEL","","ALL","2016","37.93"
"BEL","","ALL","2017","38.01"
"BEL","","ALL","2018","38.08"
"BGR","","ALL","1968","30.92"
"BGR","","ALL","1969","30.03"
"BGR","","ALL","1970","30.61"
"BGR","","ALL","1971","30.04"
"BGR","","ALL","1972","30.04"
"BGR","","ALL","1973","30.52"
"BGR","","ALL","1974","30.23"
"BGR","","ALL","1975","29.99"
"BGR","","ALL","1976","30.3"
"BGR","","ALL","1977","29.8"
"BGR","","ALL","1978","30.05"
"BGR","","ALL","1979","29.94"
"BGR","","ALL","1980","29.84"
"BGR","","ALL","1981","30.26"
"BGR","","ALL","1982","29.89"
"BGR","","ALL","1983","29.82"
"BGR","","ALL","1984","29.9"
"BGR","","ALL","1985","29.7"
"BGR","","ALL","1986","29.91"
"BGR","","ALL","1987","29.75"
"BGR","","ALL","1988","29.73"
"BGR","","ALL","1989","29.84"
"BGR","","ALL","1990","29.94"
"BGR","","ALL","1991","29.96"
"BGR","","ALL","1992","29.86"
"BGR","","ALL","1993","29.77"
"BGR","","ALL","1994","29.59"
"BGR","","ALL","1995","29.52"
"BGR","","ALL","1996","29.45"
"BGR","","ALL","1997","29.05"
"BGR","","ALL","1998","29.26"
"BGR","","ALL","1999","29.91"
"BGR","","ALL","2000","29.77"
"BGR","","ALL","2001","30.06"
"BGR","","ALL","2002","30.14"
"BGR","","ALL","2003","30.23"
"BGR","","ALL","2004","30.46"
"BGR","","ALL","2005","30.28"
"BGR","","ALL","2006","30.43"
"BGR","","ALL","2007","30.62"
"BGR","","ALL","2008","30.98"
"BGR","","ALL","2009","31.25"
"BGR","","ALL","2010","31.29"
"BGR","","ALL","2011","31.57"
"BGR","","ALL","2012","31.67"
"BGR","","ALL","2013","32.17"
"BGR","","ALL","2014","31.8"
"BGR","","ALL","2015","31.82"
"BGR","","ALL","2016","32.01"
"BGR","","ALL","2017","31.92"
"BGR","","ALL","2018","32.07"
"BGR","","ALL","2019","32.22"
"BGR","","ALL","2020","30.59"
"BIH","","ALL","1985","30.11"
"BIH","","ALL","1986","30.32"
"BIH","","ALL","1987","30.31"
"BIH","","ALL","1988","30.35"
"BIH","","ALL","1989","30.2"
"BIH","","ALL","1990","30.84"
"BIH","","ALL","1991","30.59"
"BIH","","ALL","2011","33.14"
"BIH","","ALL","2014","33.98"
"BIH","","ALL","2016","32.8"
"BLR","","ALL","1981","31.1"
"BLR","","ALL","1982","31.08"
"BLR","","ALL","1985","30.15"
"BLR","","ALL","1986","31.1"
"BLR","","ALL","1987","30.89"
"BLR","","ALL","1988","30.8"
"BLR","","ALL","1989","30.77"
"BLR","","ALL","1990","30.16"
"BLR","","ALL","1991","29.76"
"BLR","","ALL","1992","29.64"
"BLR","","ALL","1993","28.5"
"BLR","","ALL","1994","28.47"
"BLR","","ALL","1995","28.09"
"BLR","","ALL","1996","27.93"
"BLR","","ALL","1997","27.95"
"BLR","","ALL","1998","27.9"
"BLR","","ALL","1999","27.6"
"BLR","","ALL","2000","28.2"
"BLR","","ALL","2001","27.72"
"BLR","","ALL","2002","27.23"
"BLR","","ALL","2003","27.56"
"BLR","","ALL","2004","27.89"
"BLR","","ALL","2005","27.82"
"BLR","","ALL","2007","28.91"
"BLR","","ALL","2008","28.96"
"BLR","","ALL","2009","29.04"
"BLR","","ALL","2010","28.98"
"BLR","","ALL","2011","29.22"
"BLR","","ALL","2013","30.64"
"BLR","","ALL","2014","31.08"
"BLR","","ALL","2018","31.68"
"","CARINFONET","ALL","1981","30.61"
"","CARINFONET","ALL","1982","30.6"
"","CARINFONET","ALL","1985","30.23"
"","CARINFONET","ALL","1986","30.81"
"","CARINFONET","ALL","1987","30.61"
"","CARINFONET","ALL","1988","30.27"
"","CARINFONET","ALL","1989","30.31"
"","CARINFONET","ALL","1990","30.36"
"","CARINFONET","ALL","1991","29.96"
"","CARINFONET","ALL","1992","29.76"
"","CARINFONET","ALL","1993","28.43"
"","CARINFONET","ALL","1994","27.88"
"","CARINFONET","ALL","1995","27.86"
"","CARINFONET","ALL","1996","27.72"
"","CARINFONET","ALL","1997","28.34"
"","CARINFONET","ALL","1998","28.3"
"","CARINFONET","ALL","1999","28.91"
"","CARINFONET","ALL","2000","28.61"
"","CARINFONET","ALL","2001","28.9"
"","CARINFONET","ALL","2002","28.58"
"","CARINFONET","ALL","2003","28.56"
"","CARINFONET","ALL","2004","29.12"
"","CARINFONET","ALL","2005","28.77"
"","CARINFONET","ALL","2006","29.11"
"","CARINFONET","ALL","2007","29.44"
"","CARINFONET","ALL","2008","29.9"
"","CARINFONET","ALL","2009","30.46"
"","CARINFONET","ALL","2010","30.33"
"","CARINFONET","ALL","2011","30.33"
"","CARINFONET","ALL","2012","30.51"
"","CARINFONET","ALL","2013","30.92"
"","CARINFONET","ALL","2014","31.01"
"","CARINFONET","ALL","2015","31.29"
"","CARINFONET","ALL","2016","31.46"
"CHE","","ALL","1969","31.11"
"CHE","","ALL","1970","31.48"
"CHE","","ALL","1971","31.58"
"CHE","","ALL","1972","32.01"
"CHE","","ALL","1973","32.11"
"CHE","","ALL","1974","32.47"
"CHE","","ALL","1975","32.72"
"CHE","","ALL","1976","32.71"
"CHE","","ALL","1977","33.2"
"CHE","","ALL","1978","33.07"
"CHE","","ALL","1979","33.35"
"CHE","","ALL","1980","33.34"
"CHE","","ALL","1981","33.46"
"CHE","","ALL","1982","33.79"
"CHE","","ALL","1983","33.78"
"CHE","","ALL","1984","34.32"
"CHE","","ALL","1985","34.39"
"CHE","","ALL","1986","34.59"
"CHE","","ALL","1987","34.91"
"CHE","","ALL","1988","34.98"
"CHE","","ALL","1989","35.22"
"CHE","","ALL","1990","34.97"
"CHE","","ALL","1991","35.34"
"CHE","","ALL","1992","35.57"
"CHE","","ALL","1993","35.73"
"CHE","","ALL","1994","36.03"
"CHE","","ALL","1995","35.94"
"CHE","","ALL","1996","36.26"
"CHE","","ALL","1997","36.3"
"CHE","","ALL","1998","36.51"
"CHE","","ALL","1999","36.69"
"CHE","","ALL","2000","36.82"
"CHE","","ALL","2001","37.19"
"CHE","","ALL","2002","37.44"
"CHE","","ALL","2003","37.31"
"CHE","","ALL","2004","37.93"
"CHE","","ALL","2005","38.01"
"CHE","","ALL","2006","38.38"
"CHE","","ALL","2007","38.49"
"CHE","","ALL","2008","38.73"
"CHE","","ALL","2009","38.78"
"CHE","","ALL","2010","38.98"
"CHE","","ALL","2011","39.17"
"CHE","","ALL","2012","39.07"
"CHE","","ALL","2013","39.19"
"CHE","","ALL","2015","39.28"
"CHE","","ALL","2016","39.91"
"CHE","","ALL","2017","39.85"
"CHE","","ALL","2018","40.05"
"CHE","","ALL","2019","40.19"
"","CIS","ALL","1981","29.49"
"","CIS","ALL","1982","29.64"
"","CIS","ALL","1985","29.18"
"","CIS","ALL","1986","30.09"
"","CIS","ALL","1987","29.94"
"","CIS","ALL","1988","29.79"
"","CIS","ALL","1989","29.88"
"","CIS","ALL","1990","29.6"
"","CIS","ALL","1991","29.38"
"","CIS","ALL","1992","28.91"
"","CIS","ALL","1993","27.45"
"","CIS","ALL","1994","26.73"
"","CIS","ALL","1995","26.95"
"","CIS","ALL","1996","27.39"
"","CIS","ALL","1997","27.9"
"","CIS","ALL","1998","28.19"
"","CIS","ALL","1999","27.81"
"","CIS","ALL","2000","27.49"
"","CIS","ALL","2001","27.5"
"","CIS","ALL","2002","27.13"
"","CIS","ALL","2003","27.01"
"","CIS","ALL","2004","27.38"
"","CIS","ALL","2005","27.3"
"","CIS","ALL","2006","28"
"","CIS","ALL","2007","28.47"
"","CIS","ALL","2008","28.69"
"","CIS","ALL","2009","29.24"
"","CIS","ALL","2010","29.38"
"","CIS","ALL","2011","29.94"
"","CIS","ALL","2012","30.24"
"","CIS","ALL","2013","30.59"
"","CIS","ALL","2014","30.7"
"","CIS","ALL","2015","30.94"
"CYP","","ALL","1999","35.26"
"CYP","","ALL","2000","34.85"
"CYP","","ALL","2001","36.14"
"CYP","","ALL","2002","35.8"
"CYP","","ALL","2003","36.14"
"CYP","","ALL","2004","36.4"
"CYP","","ALL","2005","36.34"
"CYP","","ALL","2006","37.02"
"CYP","","ALL","2007","37.05"
"CYP","","ALL","2008","37.61"
"CYP","","ALL","2009","37.98"
"CYP","","ALL","2010","38.51"
"CYP","","ALL","2011","37.99"
"CYP","","ALL","2012","37.95"
"CYP","","ALL","2013","38.59"
"CYP","","ALL","2014","38.39"
"CYP","","ALL","2015","37.84"
"CYP","","ALL","2016","38.7"
"CYP","","ALL","2017","38.08"
"CYP","","ALL","2018","38.8"
"CYP","","ALL","2019","38.4"
"CYP","","ALL","2020","38.28"
"CZE","","ALL","1986","28.9"
"CZE","","ALL","1987","29.25"
"CZE","","ALL","1988","29.37"
"CZE","","ALL","1989","29.3"
"CZE","","ALL","1990","29.18"
"CZE","","ALL","1991","29.69"
"CZE","","ALL","1992","30.05"
"CZE","","ALL","1993","30.37"
"CZE","","ALL","1994","30.57"
"CZE","","ALL","1995","30.66"
"CZE","","ALL","1996","31.12"
"CZE","","ALL","1997","31.27"
"CZE","","ALL","1998","31.68"
"CZE","","ALL","1999","31.81"
"CZE","","ALL","2000","32.04"
"CZE","","ALL","2001","32.27"
"CZE","","ALL","2002","32.29"
"CZE","","ALL","2003","32.13"
"CZE","","ALL","2004","32.62"
"CZE","","ALL","2005","32.79"
"CZE","","ALL","2006","33.35"
"CZE","","ALL","2007","33.64"
"CZE","","ALL","2008","33.9"
"CZE","","ALL","2009","33.95"
"CZE","","ALL","2010","34.21"
"CZE","","ALL","2011","34.46"
"CZE","","ALL","2012","34.59"
"CZE","","ALL","2013","34.72"
"CZE","","ALL","2014","35.28"
"CZE","","ALL","2015","35.03"
"CZE","","ALL","2016","35.52"
"CZE","","ALL","2017","35.42"
"CZE","","ALL","2018","35.5"
"CZE","","ALL","2019","35.74"
"CZE","","ALL","2020","34.58"
"CZE","","ALL","2021","33.58"
"DEU","","ALL","1990","32.83"
"DEU","","ALL","1991","33.03"
"DEU","","ALL","1992","33.4"
"DEU","","ALL","1993","33.38"
"DEU","","ALL","1994","33.67"
"DEU","","ALL","1995","33.86"
"DEU","","ALL","1996","34.03"
"DEU","","ALL","1997","34.4"
"DEU","","ALL","1998","34.61"
"DEU","","ALL","1999","34.85"
"DEU","","ALL","2000","35.12"
"DEU","","ALL","2001","35.4"
"DEU","","ALL","2002","35.34"
"DEU","","ALL","2003","35.28"
"DEU","","ALL","2004","35.84"
"DEU","","ALL","2005","35.96"
"DEU","","ALL","2006","36.35"
"DEU","","ALL","2007","36.55"
"DEU","","ALL","2008","36.58"
"DEU","","ALL","2009","36.7"
"DEU","","ALL","2010","36.9"
"DEU","","ALL","2011","37.21"
"DEU","","ALL","2012","37.25"
"DEU","","ALL","2013","36.89"
"DEU","","ALL","2014","37.41"
"DEU","","ALL","2015","37.04"
"DEU","","ALL","2016","37.36"
"DEU","","ALL","2017","37.33"
"DEU","","ALL","2018","37.22"
"DEU","","ALL","2019","37.58"
"DEU","","ALL","2020","37.35"
"DNK","","ALL","1969","31.42"
"DNK","","ALL","1970","31.54"
"DNK","","ALL","1971","31.56"
"DNK","","ALL","1972","31.39"
"DNK","","ALL","1973","31.65"
"DNK","","ALL","1974","31.64"
"DNK","","ALL","1975","31.92"
"DNK","","ALL","1976","31.52"
"DNK","","ALL","1977","32.39"
"DNK","","ALL","1978","32.11"
"DNK","","ALL","1979","31.96"
"DNK","","ALL","1980","31.8"
"DNK","","ALL","1981","31.88"
"DNK","","ALL","1982","32.21"
"DNK","","ALL","1983","32.02"
"DNK","","ALL","1984","32.18"
"DNK","","ALL","1985","32.07"
"DNK","","ALL","1986","32.24"
"DNK","","ALL","1987","32.36"
"DNK","","ALL","1988","32.4"
"DNK","","ALL","1989","32.44"
"DNK","","ALL","1990","32.3"
"DNK","","ALL","1991","32.66"
"DNK","","ALL","1992","32.59"
"DNK","","ALL","1993","32.37"
"DNK","","ALL","1994","32.61"
"DNK","","ALL","1995","32.47"
"DNK","","ALL","1996","32.84"
"DNK","","ALL","1997","33.14"
"DNK","","ALL","1998","33.48"
"DNK","","ALL","1999","33.36"
"DNK","","ALL","2000","33.89"
"DNK","","ALL","2001","33.93"
"DNK","","ALL","2002","33.93"
"DNK","","ALL","2003","34.13"
"DNK","","ALL","2004","34.56"
"DNK","","ALL","2005","34.87"
"DNK","","ALL","2006","34.89"
"DNK","","ALL","2007","35.03"
"DNK","","ALL","2008","35.4"
"DNK","","ALL","2009","35.49"
"DNK","","ALL","2010","35.71"
"DNK","","ALL","2011","36.27"
"DNK","","ALL","2012","36.48"
"DNK","","ALL","2013","36.65"
"DNK","","ALL","2014","37.12"
"DNK","","ALL","2015","37.07"
"DNK","","ALL","2016","37.24"
"DNK","","ALL","2017","37.43"
"DNK","","ALL","2018","37.29"
"DNK","","ALL","2019","37.72"
"DNK","","ALL","2020","37.88"
"ESP","","ALL","1968","31.27"
"ESP","","ALL","1969","30.8"
"ESP","","ALL","1970","31.65"
"ESP","","ALL","1971","30.99"
"ESP","","ALL","1972","31.93"
"ESP","","ALL","1973","31.44"
"ESP","","ALL","1974","31.6"
"ESP","","ALL","1975","31.66"
"ESP","","ALL","1976","31.98"
"ESP","","ALL","1977","32.35"
"ESP","","ALL","1978","32.49"
"ESP","","ALL","1979","32.86"
"ESP","","ALL","1980","33.39"
"ESP","","ALL","1981","33.47"
"ESP","","ALL","1982","33.93"
"ESP","","ALL","1983","33.72"
"ESP","","ALL","1984","34.06"
"ESP","","ALL","1985","33.87"
"ESP","","ALL","1986","34.19"
"ESP","","ALL","1987","34.53"
"ESP","","ALL","1988","34.49"
"ESP","","ALL","1989","34.6"
"ESP","","ALL","1990","34.6"
"ESP","","ALL","1991","34.69"
"ESP","","ALL","1992","35.17"
"ESP","","ALL","1993","35.23"
"ESP","","ALL","1994","35.49"
"ESP","","ALL","1995","35.5"
"ESP","","ALL","1996","35.59"
"ESP","","ALL","1997","35.8"
"ESP","","ALL","1998","35.71"
"ESP","","ALL","1999","35.7"
"ESP","","ALL","2000","36.38"
"ESP","","ALL","2001","36.58"
"ESP","","ALL","2002","36.64"
"ESP","","ALL","2003","36.51"
"ESP","","ALL","2004","37.1"
"ESP","","ALL","2005","37"
"ESP","","ALL","2006","37.69"
"ESP","","ALL","2007","37.63"
"ESP","","ALL","2008","37.88"
"ESP","","ALL","2009","38.17"
"ESP","","ALL","2010","38.5"
"ESP","","ALL","2011","38.61"
"ESP","","ALL","2012","38.66"
"ESP","","ALL","2013","39.22"
"ESP","","ALL","2014","39.35"
"ESP","","ALL","2015","38.93"
"ESP","","ALL","2016","39.46"
"ESP","","ALL","2017","39.36"
"ESP","","ALL","2018","39.48"
"ESP","","ALL","2019","39.91"
"ESP","","ALL","2020","38.39"
"ESP","","ALL","2021","39.4"
"EST","","ALL","1981","29.18"
"EST","","ALL","1982","29.5"
"EST","","ALL","1985","28.94"
"EST","","ALL","1986","29.8"
"EST","","ALL","1987","29.83"
"EST","","ALL","1988","29.79"
"EST","","ALL","1989","29.89"
"EST","","ALL","1990","29.29"
"EST","","ALL","1991","29.2"
"EST","","ALL","1992","29.04"
"EST","","ALL","1993","28.13"
"EST","","ALL","1994","27.5"
"EST","","ALL","1995","28.15"
"EST","","ALL","1996","29.04"
"EST","","ALL","1997","29.46"
"EST","","ALL","1998","28.89"
"EST","","ALL","1999","29.67"
"EST","","ALL","2000","29.99"
"EST","","ALL","2001","29.84"
"EST","","ALL","2002","30.17"
"EST","","ALL","2003","30.4"
"EST","","ALL","2004","30.71"
"EST","","ALL","2005","31.12"
"EST","","ALL","2006","31.2"
"EST","","ALL","2007","31.39"
"EST","","ALL","2008","32.16"
"EST","","ALL","2009","32.84"
"EST","","ALL","2010","33.4"
"EST","","ALL","2011","34.05"
"EST","","ALL","2012","34.2"
"EST","","ALL","2013","34.49"
"EST","","ALL","2014","34.59"
"EST","","ALL","2015","35.02"
"EST","","ALL","2016","35.13"
"","EU_AFTER_MAY2004","ALL","1981","29.78"
"","EU_AFTER_MAY2004","ALL","1982","29.81"
"","EU_AFTER_MAY2004","ALL","1983","29.58"
"","EU_AFTER_MAY2004","ALL","1984","29.5"
"","EU_AFTER_MAY2004","ALL","1985","29.3"
"","EU_AFTER_MAY2004","ALL","1986","29.51"
"","EU_AFTER_MAY2004","ALL","1987","29.55"
"","EU_AFTER_MAY2004","ALL","1988","29.72"
"","EU_AFTER_MAY2004","ALL","1989","29.7"
"","EU_AFTER_MAY2004","ALL","1990","29.64"
"","EU_AFTER_MAY2004","ALL","1991","29.54"
"","EU_AFTER_MAY2004","ALL","1992","29.63"
"","EU_AFTER_MAY2004","ALL","1993","29.62"
"","EU_AFTER_MAY2004","ALL","1994","29.71"
"","EU_AFTER_MAY2004","ALL","1995","29.8"
"","EU_AFTER_MAY2004","ALL","1996","29.88"
"","EU_AFTER_MAY2004","ALL","1997","30.06"
"","EU_AFTER_MAY2004","ALL","1998","30.28"
"","EU_AFTER_MAY2004","ALL","1999","30.42"
"","EU_AFTER_MAY2004","ALL","2000","30.81"
"","EU_AFTER_MAY2004","ALL","2001","31.09"
"","EU_AFTER_MAY2004","ALL","2002","31.17"
"","EU_AFTER_MAY2004","ALL","2003","31.17"
"","EU_AFTER_MAY2004","ALL","2004","31.52"
"","EU_AFTER_MAY2004","ALL","2005","31.54"
"","EU_AFTER_MAY2004","ALL","2006","31.84"
"","EU_AFTER_MAY2004","ALL","2007","32.01"
"","EU_AFTER_MAY2004","ALL","2008","32.29"
"","EU_AFTER_MAY2004","ALL","2009","32.46"
"","EU_AFTER_MAY2004","ALL","2010","32.76"
"","EU_AFTER_MAY2004","ALL","2011","33.15"
"","EU_AFTER_MAY2004","ALL","2012","33.23"
"","EU_AFTER_MAY2004","ALL","2013","33.52"
"","EU_AFTER_MAY2004","ALL","2014","33.85"
"","EU_AFTER_MAY2004","ALL","2015","33.69"
"","EU_AFTER_MAY2004","ALL","2016","34.02"
"","EU_AFTER_MAY2004","ALL","2017","33.92"
"","EU_AFTER_MAY2004","ALL","2018","34.01"
"","EU_AFTER_MAY2004","ALL","2019","34.24"
"","EU_AFTER_MAY2004","ALL","2020","33.37"
"","EU_BEFORE_MAY2004","ALL","1969","30.96"
"","EU_BEFORE_MAY2004","ALL","1970","31.36"
"","EU_BEFORE_MAY2004","ALL","1971","31.38"
"","EU_BEFORE_MAY2004","ALL","1972","31.48"
"","EU_BEFORE_MAY2004","ALL","1973","31.45"
"","EU_BEFORE_MAY2004","ALL","1974","31.63"
"","EU_BEFORE_MAY2004","ALL","1975","31.64"
"","EU_BEFORE_MAY2004","ALL","1976","31.7"
"","EU_BEFORE_MAY2004","ALL","1977","32.01"
"","EU_BEFORE_MAY2004","ALL","1978","32.05"
"","EU_BEFORE_MAY2004","ALL","1979","32.21"
"","EU_BEFORE_MAY2004","ALL","1980","32.35"
"","EU_BEFORE_MAY2004","ALL","1981","32.54"
"","EU_BEFORE_MAY2004","ALL","1982","32.69"
"","EU_BEFORE_MAY2004","ALL","1983","32.62"
"","EU_BEFORE_MAY2004","ALL","1984","32.93"
"","EU_BEFORE_MAY2004","ALL","1985","32.89"
"","EU_BEFORE_MAY2004","ALL","1986","33.04"
"","EU_BEFORE_MAY2004","ALL","1987","33.41"
"","EU_BEFORE_MAY2004","ALL","1988","33.51"
"","EU_BEFORE_MAY2004","ALL","1989","33.66"
"","EU_BEFORE_MAY2004","ALL","1990","33.8"
"","EU_BEFORE_MAY2004","ALL","1991","33.95"
"","EU_BEFORE_MAY2004","ALL","1992","34.24"
"","EU_BEFORE_MAY2004","ALL","1993","34.2"
"","EU_BEFORE_MAY2004","ALL","1994","34.57"
"","EU_BEFORE_MAY2004","ALL","1995","34.63"
"","EU_BEFORE_MAY2004","ALL","1996","34.8"
"","EU_BEFORE_MAY2004","ALL","1997","35.05"
"","EU_BEFORE_MAY2004","ALL","1998","35.06"
"","EU_BEFORE_MAY2004","ALL","1999","35.2"
"","EU_BEFORE_MAY2004","ALL","2000","35.55"
"","EU_BEFORE_MAY2004","ALL","2001","35.79"
"","EU_BEFORE_MAY2004","ALL","2002","35.84"
"","EU_BEFORE_MAY2004","ALL","2003","35.77"
"","EU_BEFORE_MAY2004","ALL","2004","36.41"
"","EU_BEFORE_MAY2004","ALL","2005","36.48"
"","EU_BEFORE_MAY2004","ALL","2006","36.96"
"","EU_BEFORE_MAY2004","ALL","2007","37.12"
"","EU_BEFORE_MAY2004","ALL","2008","37.25"
"","EU_BEFORE_MAY2004","ALL","2009","37.49"
"","EU_BEFORE_MAY2004","ALL","2010","37.71"
"","EU_BEFORE_MAY2004","ALL","2011","37.96"
"","EU_BEFORE_MAY2004","ALL","2012","37.9"
"","EU_BEFORE_MAY2004","ALL","2013","38.07"
"","EU_BEFORE_MAY2004","ALL","2014","38.44"
"","EU_BEFORE_MAY2004","ALL","2015","38.12"
"","EU_BEFORE_MAY2004","ALL","2016","38.41"
